time	PSA1
1980-01-01	-0.4074286047667537
1980-02-01	-0.7629421476115006
1980-03-01	0.43878194970454193
1980-04-01	0.1272877788705995
1980-05-01	-0.6875853191662866
1980-06-01	1.5395042902360998
1980-07-01	-0.3666201617112318
1980-08-01	-1.302564024829184
1980-09-01	-0.5827911604855293
1980-10-01	-0.14546533424494054
1980-11-01	0.2800886832439493
1980-12-01	0.028708070867158344
1981-01-01	0.22763608638992808
1981-02-01	-0.21827291988158035
1981-03-01	-2.042566979726597
1981-04-01	-0.6022447068110763
1981-05-01	0.36326440373086966
1981-06-01	-0.5175133514574669
1981-07-01	-2.234040674814371
1981-08-01	-1.6587730133397456
1981-09-01	1.4743650007602027
1981-10-01	0.22406765127458217
1981-11-01	0.21306741863848783
1981-12-01	0.4804623129318634
1982-01-01	-0.7877711800289362
1982-02-01	-0.5430146285061611
1982-03-01	1.3862331480633165
1982-04-01	0.8196988312457395
1982-05-01	-0.9168159505660578
1982-06-01	-0.2845034529032168
1982-07-01	0.6870320727388745
1982-08-01	1.8571818820148136
1982-09-01	1.8309549885562104
1982-10-01	1.0740709571116074
1982-11-01	0.5460679965904072
1982-12-01	-1.750307067655744
1983-01-01	0.2813031933407429
1983-02-01	0.9295159140494036
1983-03-01	0.9570794709430137
1983-04-01	-0.9195254907697971
1983-05-01	-1.7481329261935332
1983-06-01	0.7833167947091332
1983-07-01	0.46844832636504796
1983-08-01	-0.3663896876244607
1983-09-01	0.057256321238507574
1983-10-01	0.45638055202482825
1983-11-01	0.4283074782295299
1983-12-01	0.12214638623535914
1984-01-01	-0.7917867681136727
1984-02-01	0.10280302426233939
1984-03-01	-1.3201514998459467
1984-04-01	0.5143111715022884
1984-05-01	0.015407726898892008
1984-06-01	0.8956053627689172
1984-07-01	0.18155747650775161
1984-08-01	-0.6074256943369003
1984-09-01	-0.3264048862808202
1984-10-01	0.8301674228628182
1984-11-01	0.03734080699044929
1984-12-01	-2.9947425272438384
1985-01-01	-1.8643559206387137
1985-02-01	0.01734406374489896
1985-03-01	-0.21869233314290837
1985-04-01	-1.1151703730321614
1985-05-01	-0.19135012220888883
1985-06-01	-0.3731739416847998
1985-07-01	2.574963087016241
1985-08-01	-1.1118666664771764
1985-09-01	-0.445467262023331
1985-10-01	0.4664036770529831
1985-11-01	1.0959651704330204
1985-12-01	0.11154905437075922
1986-01-01	-0.5954683831847648
1986-02-01	-2.6470687596626523
1986-03-01	-1.3505685961592115
1986-04-01	0.13724828775012518
1986-05-01	0.8894342929461905
1986-06-01	1.237029306919564
1986-07-01	1.4697982320762042
1986-08-01	0.8372857245832276
1986-09-01	2.696809722950974
1986-10-01	-0.018540606341756874
1986-11-01	1.8878932821800356
1986-12-01	0.3407855568213725
1987-01-01	-2.3718470646687475
1987-02-01	0.12670316185733047
1987-03-01	0.9619605639449323
1987-04-01	-0.6655806908786587
1987-05-01	-0.7490675638278164
1987-06-01	0.47506391306733725
1987-07-01	0.9439187980868337
1987-08-01	1.4946282153711026
1987-09-01	1.6205970519294604
1987-10-01	-0.09237046627972981
1987-11-01	-0.0645282728410785
1987-12-01	-0.7051413463711337
1988-01-01	-0.004846933266380118
1988-02-01	0.3754694766328529
1988-03-01	0.05476344354405802
1988-04-01	0.40141951122567
