time	NIN12
1988-02-01	-0.31298208
1988-03-01	-0.77482
1988-04-01	-0.77419734
1988-05-01	-1.1594932
1988-06-01	-1.5560776
1988-07-01	-1.2897455
1988-08-01	-1.3972203
1988-09-01	-1.2411878
1988-10-01	-1.1490855
1988-11-01	-0.90082985
1988-12-01	-0.7391825
1989-01-01	-0.31886718
1989-02-01	-0.10952459
1989-03-01	-0.20746106
1989-04-01	-0.15422025
1989-05-01	-1.1834873
1989-06-01	-1.0652034
1989-07-01	-0.75893706
1989-08-01	-0.29723293
1989-09-01	-0.6441362
1989-10-01	-0.45324385
1989-11-01	-0.2254327
1989-12-01	-0.3773207
1990-01-01	-0.46743092
1990-02-01	-0.15896153
1990-03-01	-0.43134597
1990-04-01	-0.5295749
1990-05-01	-0.2702458
1990-06-01	-0.29524598
1990-07-01	-0.6363505
1990-08-01	-0.45594335
1990-09-01	-0.50748426
1990-10-01	-0.69477814
1990-11-01	-0.64038336
1990-12-01	-0.4584725
1991-01-01	-0.5127986
1991-02-01	-0.39280865
1991-03-01	-0.20084931
1991-04-01	-0.28409463
1991-05-01	-0.3292705
1991-06-01	0.18148096
1991-07-01	0.5595484
1991-08-01	0.34567532
1991-09-01	0.43287265
1991-10-01	0.62835556
1991-11-01	0.66053265
1991-12-01	0.76071453
1992-01-01	0.4301246
1992-02-01	0.5732466
1992-03-01	1.1849242
1992-04-01	2.0655699
1992-05-01	2.0961986
1992-06-01	0.84113336
1992-07-01	-0.049997658
1992-08-01	-0.1268686
1992-09-01	0.032344438
1992-10-01	0.023493249
1992-11-01	-0.039999552
1992-12-01	-0.07313919
1993-01-01	-0.014004027
1993-02-01	0.29236102
1993-03-01	0.5444371
1993-04-01	1.1429571
1993-05-01	1.0741925
1993-06-01	0.9910357
1993-07-01	0.6655539
1993-08-01	0.5053821
1993-09-01	0.31595454
1993-10-01	0.4973307
1993-11-01	0.28050467
1993-12-01	0.032980237
1994-01-01	-0.07381341
1994-02-01	-0.33869052
1994-03-01	-0.95411205
1994-04-01	-1.1756116
1994-05-01	-0.9931355
1994-06-01	-0.87151325
1994-07-01	-0.84208417
1994-08-01	-0.9836839
1994-09-01	-0.14179273
1994-10-01	0.7281051
1994-11-01	0.53851795
1994-12-01	0.8114658
1995-01-01	0.7037461
1995-02-01	0.08006298
1995-03-01	-0.47656822
1995-04-01	-1.4280738
1995-05-01	-1.3284854
1995-06-01	-0.8643278
1995-07-01	-0.58742404
1995-08-01	-0.39105684
1995-09-01	-0.25748205
1995-10-01	-0.52175677
1995-11-01	-0.25957823
1995-12-01	-0.8041749
1996-01-01	-0.6233584
1996-02-01	-0.45103797
1996-03-01	-0.32051423
1996-04-01	-1.8198137
1996-05-01	-1.3765706
1996-06-01	-1.838229
1996-07-01	-1.2302785
1996-08-01	-0.8489973
1996-09-01	-0.61110014
1996-10-01	-0.686597
1996-11-01	-1.0710516
1996-12-01	-1.110111
1997-01-01	-0.8623631
1997-02-01	-0.20625746
1997-03-01	0.51512116
1997-04-01	0.86252755
1997-05-01	2.0171168
1997-06-01	2.8520393
1997-07-01	3.465492
1997-08-01	3.7826602
1997-09-01	3.7968104
1997-10-01	3.532704
1997-11-01	4.269182
1997-12-01	4.070824
1998-01-01	3.417047
1998-02-01	2.5731096
1998-03-01	2.6944406
1998-04-01	2.5967948
1998-05-01	2.624585
1998-06-01	2.1594496
1998-07-01	1.378374
1998-08-01	0.9492035
1998-09-01	0.23853973
1998-10-01	0.3311585
1998-11-01	-0.13794686
1998-12-01	-0.15018725
1999-01-01	-0.71497065
1999-02-01	-0.50258034
1999-03-01	-0.06412637
1999-04-01	-0.88623405
1999-05-01	-0.7021121
1999-06-01	-0.7554914
1999-07-01	-0.24127236
1999-08-01	-0.13024455
1999-09-01	-1.007672
1999-10-01	-0.83372283
1999-11-01	-1.18422
1999-12-01	-0.6398456
2000-01-01	-0.7805944
2000-02-01	-0.6503
2000-03-01	-0.5116437
2000-04-01	-0.112011336
2000-05-01	-0.41453215
2000-06-01	-0.43469205
2000-07-01	-0.3286813
2000-08-01	-0.598866
2000-09-01	-0.2594465
2000-10-01	-0.2694193
2000-11-01	-1.135261
2000-12-01	-0.91748613
2001-01-01	-0.6193258
2001-02-01	-0.51196975
2001-03-01	0.120932005
2001-04-01	0.13952817
2001-05-01	-0.734397
2001-06-01	-0.85595524
2001-07-01	-0.58736086
2001-08-01	-0.83171797
2001-09-01	-1.1199906
2001-10-01	-1.112323
2001-11-01	-0.90514
2001-12-01	-1.0025374
2002-01-01	-0.76134443
2002-02-01	-0.09474035
2002-03-01	0.69850296
2002-04-01	0.7140024
2002-05-01	0.5807888
2002-06-01	0.36190495
2002-07-01	-0.23391102
2002-08-01	-0.27885965
2002-09-01	0.1589999
2002-10-01	0.3331508
2002-11-01	0.91017985
2002-12-01	1.0235473
2003-01-01	0.09729331
2003-02-01	-0.14374515
2003-03-01	-0.076681085
2003-04-01	-0.53596807
2003-05-01	-1.5781974
2003-06-01	-1.2753052
2003-07-01	-0.98622036
2003-08-01	-0.018620301
2003-09-01	-0.4465697
2003-10-01	0.19225006
2003-11-01	0.25312456
2003-12-01	0.18239261
2004-01-01	-0.18446057
2004-02-01	-0.041529518
2004-03-01	-0.71379185
2004-04-01	-0.54217803
2004-05-01	-1.4831129
2004-06-01	-1.0162189
2004-07-01	-0.77114844
2004-08-01	-0.71331316
2004-09-01	-0.26315525
2004-10-01	0.14949477
2004-11-01	0.67618465
2004-12-01	0.3563927
2005-01-01	-0.008234569
2005-02-01	-0.87576646
2005-03-01	-1.2861857
2005-04-01	-0.36864766
2005-05-01	-0.38841367
2005-06-01	-0.76947147
2005-07-01	-0.35470515
2005-08-01	-0.39539158
2005-09-01	-0.73726493
2005-10-01	-1.2296903
2005-11-01	-1.3772764
2005-12-01	-0.90934736
2006-01-01	-0.35424185
2006-02-01	0.19885036
2006-03-01	-0.2768467
2006-04-01	-1.4198047
2006-05-01	-0.54346836
2006-06-01	-0.2210793
2006-07-01	0.19007389
2006-08-01	0.67387724
2006-09-01	0.91737324
2006-10-01	1.0230765
2006-11-01	0.7724249
2006-12-01	0.679586
2007-01-01	0.63178194
2007-02-01	0.10073586
2007-03-01	-0.5945212
2007-04-01	-1.1225209
2007-05-01	-1.6743513
2007-06-01	-1.5319254
2007-07-01	-0.9098461
2007-08-01	-1.1372036
2007-09-01	-0.9644603
2007-10-01	-1.4695848
2007-11-01	-1.680048
2007-12-01	-1.5875416
2008-01-01	-0.49070346
2008-02-01	0.20656444
2008-03-01	0.361064
2008-04-01	0.34472176
2008-05-01	0.46671867
2008-06-01	0.48725107
2008-07-01	0.9041442
2008-08-01	1.3156885
2008-09-01	0.9707185
2008-10-01	0.3183945
2008-11-01	-0.2802262
2008-12-01	-0.4508169
2009-01-01	-0.18384328
2009-02-01	-0.7138609
2009-03-01	-0.8097029
2009-04-01	0.36415744
2009-05-01	0.30406064
2009-06-01	0.6178235
2009-07-01	0.7092259
2009-08-01	0.80612594
2009-09-01	0.4647042
2009-10-01	0.31440058
2009-11-01	0.3105616
2009-12-01	0.5451745
2010-01-01	0.2896772
2010-02-01	0.18354781
2010-03-01	0.15670694
2010-04-01	-0.022332981
2010-05-01	0.2586374
2010-06-01	0.0174566
2010-07-01	-0.95135486
2010-08-01	-1.2288535
2010-09-01	-1.1624779
2010-10-01	-1.1922967
2010-11-01	-1.2273847
2010-12-01	-0.8487313
2011-01-01	-0.46363252
2011-02-01	-0.14914338
2011-03-01	-0.8147804
2011-04-01	-0.21958487
2011-05-01	0.08862446
2011-06-01	0.31338665
2011-07-01	0.11408299
2011-08-01	-0.21986514
2011-09-01	-0.70473176
2011-10-01	-0.77616817
2011-11-01	-0.5613063
2011-12-01	-0.6191337
2012-01-01	-0.1802452
2012-02-01	0.3414035
2012-03-01	0.11458991
2012-04-01	0.867211
2012-05-01	0.8521285
2012-06-01	1.0096029
2012-07-01	0.40001515
2012-08-01	0.099359564
2012-09-01	0.099883
2012-10-01	-0.29709554
2012-11-01	-0.37459394
2012-12-01	-0.78492576
2013-01-01	-0.6040847
2013-02-01	-0.62495774
2013-03-01	-0.62479955
2013-04-01	-1.1521972
2013-05-01	-1.4615346
2013-06-01	-1.7795336
2013-07-01	-1.4930019
2013-08-01	-1.074771
2013-09-01	-0.7120975
2013-10-01	-0.67810345
2013-11-01	-0.49545112
2013-12-01	-0.373609
2014-01-01	0.009726987
2014-02-01	-0.540878
2014-03-01	-0.25265858
2014-04-01	-0.026322119
2014-05-01	1.0069022
2014-06-01	1.4824661
2014-07-01	0.9693102
2014-08-01	0.88784957
2014-09-01	0.7710816
2014-10-01	0.6923931
2014-11-01	0.768304
2014-12-01	0.3820114
2015-01-01	-0.12222704
2015-02-01	-0.4813433
2015-03-01	0.022480229
2015-04-01	0.9613091
2015-05-01	1.4747354
2015-06-01	2.1079755
2015-07-01	2.4001808
2015-08-01	1.5855846
2015-09-01	2.1613503
2015-10-01	2.0441654
2015-11-01	2.1932795
2015-12-01	2.117044
2016-01-01	1.6704175
2016-02-01	1.2894919
2016-03-01	1.2785128
2016-04-01	0.52655274
2016-05-01	0.52385527
2016-06-01	0.6172052
2016-07-01	0.25339705
2016-08-01	0.27651754
2016-09-01	0.58375394
2016-10-01	0.26312408
2016-11-01	0.14915042
2016-12-01	0.4098507
2017-01-01	0.91234934
2017-02-01	1.2949343
2017-03-01	1.5475087
2017-04-01	0.94708806
2017-05-01	0.2286153
2017-06-01	-0.15242478
2017-07-01	-0.29566574
2017-08-01	-0.32300937
2017-09-01	-0.68731105
2017-10-01	-0.8218464
2017-11-01	-1.1276218
2017-12-01	-1.4015484
2018-01-01	-1.1064911
2018-02-01	-0.96960145
2018-03-01	-1.3287627
2018-04-01	-0.96451133
2018-05-01	-0.7026092
2018-06-01	-0.7030414
2018-07-01	-0.32255113
2018-08-01	-0.2693688
2018-09-01	-0.08891024
2018-10-01	0.11120905
2018-11-01	0.7615363
2018-12-01	0.9530607
2019-01-01	0.7964983
2019-02-01	0.48486945
2019-03-01	0.12102296
2019-04-01	0.29059616
2019-05-01	0.21751687
2019-06-01	-0.3079385
2019-07-01	-0.6117077
2019-08-01	-0.6666898
2019-09-01	-0.62886643
2019-10-01	-0.69158757
2019-11-01	-0.0820179
2019-12-01	-0.028618077
2020-01-01	-0.29793563
2020-02-01	0.07003359
2020-03-01	-0.053692244
2020-04-01	0.25689724
2020-05-01	-0.10447971
2020-06-01	-0.6630628
2020-07-01	-1.2121964
2020-08-01	-0.9905363
2020-09-01	-1.1510638
2020-10-01	-0.6026082
2020-11-01	-0.6043629
2020-12-01	-0.62328476
2021-01-01	-0.86372614
2021-02-01	-0.8212258
2021-03-01	-0.7137569
2021-04-01	-0.91161406
2021-05-01	-0.78258246
2021-06-01	-0.35745943
2021-07-01	-0.20017466
2021-08-01	-0.28232187
2021-09-01	-0.6810727
2021-10-01	-0.82607245
2021-11-01	-1.084181
2021-12-01	-1.6233726
2022-01-01	-1.0339105
2022-02-01	-1.4965289
2022-03-01	-0.71335953
2022-04-01	-1.3134173
2022-05-01	-1.5534997
2022-06-01	-1.4335369
2022-07-01	-1.1239624
2022-08-01	-0.55620724
2022-09-01	-0.94214916
2022-10-01	-1.673564
2022-11-01	-1.041712
2022-12-01	-0.4211489
2023-01-01	-0.5338818
2023-02-01	0.44809678
2023-03-01	1.4461248
2023-04-01	2.5484862
2023-05-01	2.170628
2023-06-01	2.449666
2023-07-01	2.883727
2023-08-01	3.183892
2023-09-01	2.3675323
2023-10-01	2.265839
2023-11-01	2.0352194
2023-12-01	1.5966666
2024-01-01	1.2988725
2024-02-01	1.1271946
2024-03-01	0.3236528
2024-04-01	-0.12066182
2024-05-01	-1.0063069
2024-06-01	-0.84717834
2024-07-01	-0.70182353
2024-08-01	-0.362734
2024-09-01	-0.7102303
2024-10-01	-0.28058985
2024-11-01	0.07501831
2024-12-01	-0.0049435208
2025-01-01	-0.278588
2025-02-01	0.5110672
2025-03-01	1.0476573
2025-04-01	0.45894846
2025-05-01	-0.05287372
2025-06-01	0.15173906
2025-07-01	0.26221237
