valid_time	SAD
2007-02-01	0.2935409723567866
2007-03-01	-0.13038812719482112
2007-04-01	0.1146941080995523
2007-05-01	0.08948249688466121
2007-06-01	0.17622044947705387
2007-07-01	0.20466482848514136
2007-08-01	-0.07171429495274538
2007-09-01	0.03992935045358359
2007-10-01	-0.2925949990366035
2007-11-01	-0.29347885724885453
2007-12-01	-0.22088193566737532
2008-01-01	-0.11260172897595255
2008-02-01	-0.0022099531575479866
2008-03-01	0.4794086814849965
2008-04-01	0.9328807925154461
2008-05-01	1.271344733326204
2008-06-01	1.2207877324084795
2008-07-01	0.9506666800790017
2008-08-01	0.9590120595919278
2008-09-01	0.42906282716735333
2008-10-01	0.26243770684647383
2008-11-01	0.45137674326477867
2008-12-01	0.04748598430628431
2009-01-01	-0.458342716302381
2009-02-01	-0.8872240498226712
2009-03-01	-0.20180906851288283
2009-04-01	0.2186376884910567
2009-05-01	0.7237953276573607
2009-06-01	0.5736834820195272
2009-07-01	0.536761011686926
2009-08-01	0.35869403962091095
2009-09-01	0.4016016672422794
2009-10-01	0.5762264455520766
2009-11-01	0.359457064760768
2009-12-01	1.3946647294273016
2010-01-01	1.8954205915122277
2010-02-01	1.9412341876235408
2010-03-01	2.2331627486171497
2010-04-01	1.5882876768757694
2010-05-01	1.004892788783615
2010-06-01	1.2534409714739874
2010-07-01	0.7381696684224726
2010-08-01	0.8582904253791485
2010-09-01	0.6597082422560681
2010-10-01	0.8689117419411393
2010-11-01	0.6688133969978266
2010-12-01	-0.4259065350536952
2011-01-01	-0.6425818158106007
2011-02-01	0.19893190692431034
2011-03-01	0.6095798470197239
2011-04-01	0.2268931505736701
2011-05-01	-0.32703717560569856
2011-06-01	-0.6309534249506683
2011-07-01	0.1451126506223615
2011-08-01	0.39976785879756616
2011-09-01	0.3068671295736875
2011-10-01	0.13119401721674329
2011-11-01	-0.4205518248950316
2011-12-01	-2.2766391745509633
2012-01-01	-2.3979671861833682
2012-02-01	-2.3367182719677624
2012-03-01	-1.1714786990984603
2012-04-01	-1.278810654858519
2012-05-01	-1.197692018124028
2012-06-01	-1.2277847609841117
2012-07-01	-1.060285948603929
2012-08-01	-0.8458747319969196
2012-09-01	-0.1953605093796907
2012-10-01	-0.7008797656427087
2012-11-01	-0.3903372851849218
2012-12-01	-0.0004103325218089394
2013-01-01	0.36527951068938724
2013-02-01	0.13591128172486772
2013-03-01	0.3690519249153704
2013-04-01	0.29710575177262993
2013-05-01	0.3799224504657868
2013-06-01	0.037106319422972205
2013-07-01	0.02945496221633037
2013-08-01	0.3905935371091977
2013-09-01	-0.2120209241731553
2013-10-01	-0.35627807336656997
2013-11-01	-0.5008085889108894
2013-12-01	-0.4502883965830584
2014-01-01	0.5053173389033585
2014-02-01	1.334184041651428
2014-03-01	0.27670511936277914
2014-04-01	0.40431320563436124
2014-05-01	0.3528608128027714
2014-06-01	0.4364547781938758
2014-07-01	-0.43543678957360243
2014-08-01	0.1367340216841087
2014-09-01	0.3624046632670174
2014-10-01	0.054257460442930575
2014-11-01	-0.7007408752731396
2014-12-01	-1.0356820386415546
2015-01-01	0.9858588475088664
2015-02-01	1.034729686660107
2015-03-01	0.025869702901886317
2015-04-01	0.3901204821255561
2015-05-01	0.4715890228047654
2015-06-01	-0.027544940267487217
2015-07-01	-0.5004578185822077
2015-08-01	-0.7780779405360836
2015-09-01	-0.07722625047321448
2015-10-01	0.44320156500048075
2015-11-01	0.8510178629147513
2015-12-01	1.733643779421592
2016-01-01	1.8168956222504686
2016-02-01	1.9338107616948546
2016-03-01	1.5127802389071467
2016-04-01	0.7328719094186352
2016-05-01	0.6188447746006237
2016-06-01	0.8357360351954407
2016-07-01	1.0682227221494542
2016-08-01	1.2943317044257943
2016-09-01	0.6736171413249494
2016-10-01	0.8469095748797221
2016-11-01	0.5058487557785497
2016-12-01	1.4132915020454573
2017-01-01	1.7663547713273893
2017-02-01	0.5817723230681052
2017-03-01	0.24554935721270252
2017-04-01	0.6835960172388232
2017-05-01	0.7578340071704545
2017-06-01	1.1551804597959625
2017-07-01	0.7758455943030295
2017-08-01	1.364923142143463
2017-09-01	1.0614927306274982
2017-10-01	0.8131122759864828
2017-11-01	0.18839204996939438
2017-12-01	-0.6873622641269186
2018-01-01	-0.5656608223295845
2018-02-01	-1.2568072954784077
2018-03-01	-0.7603740596809215
2018-04-01	-0.5398188816779743
2018-05-01	-0.5185361087254478
2018-06-01	0.49523513933415453
2018-07-01	0.5902152695579067
2018-08-01	0.8957728019754129
2018-09-01	1.1793260690840357
2018-10-01	1.227452598548166
2018-11-01	0.7131457721886338
2018-12-01	0.9313190499753023
2019-01-01	1.4412507149988374
2019-02-01	2.0025687908769965
2019-03-01	2.5080738715402635
2019-04-01	1.644879756956112
2019-05-01	1.050448642134209
2019-06-01	1.1192702972408126
2019-07-01	0.5279070881421895
2019-08-01	0.7416077465866624
2019-09-01	1.0315445375463612
2019-10-01	0.8189038743246302
2019-11-01	2.029399657004285
2019-12-01	1.9429613583335221
2020-01-01	2.1657512245655415
2020-02-01	1.4486858954225987
2020-03-01	1.8690542624511675
2020-04-01	1.5991417796731031
2020-05-01	1.7595191193832835
2020-06-01	1.063160086433112
2020-07-01	1.0476582617852963
2020-08-01	1.0211332318553052
2020-09-01	0.6901528202291723
2020-10-01	0.6355493641651974
2020-11-01	0.34108662888053254
2020-12-01	-0.7689447311152652
