time	SAD
1996-02-01	0.32514767650085324
1996-03-01	-0.3543198045928652
1996-04-01	0.02425138433487551
1996-05-01	0.41571867231325016
1996-06-01	0.697979907388269
1996-07-01	0.6215490269469603
1996-08-01	-0.030231531634982375
1996-09-01	-0.8825875472704544
1996-10-01	-0.9148201182471626
1996-11-01	-1.3134940039195244
1996-12-01	-1.8291363362142845
1997-01-01	-2.504566185157942
1997-02-01	-3.0633103944286137
1997-03-01	-3.823662733643043
1997-04-01	-3.3349402884318313
1997-05-01	-2.84512756282722
1997-06-01	-2.618459395800064
1997-07-01	-1.476705829278022
1997-08-01	-1.090015419380813
1997-09-01	-0.5114439097072438
1997-10-01	0.6018153756221153
1997-11-01	1.1377079801906855
1997-12-01	1.9646653125393045
1998-01-01	0.930624306374635
1998-02-01	1.166245102628037
1998-03-01	0.9153254404567653
1998-04-01	0.7345072515970908
1998-05-01	0.8048774956262854
1998-06-01	1.1578450753316472
1998-07-01	1.1502859044053118
1998-08-01	0.4025530851731713
1998-09-01	-0.10865434677458874
1998-10-01	-0.6098330358074745
1998-11-01	0.19652215013464622
1998-12-01	-0.561088804331795
1999-01-01	-1.2286716061671656
1999-02-01	-1.2412467700749357
1999-03-01	-0.6644264981375563
1999-04-01	-0.045184806808129266
1999-05-01	0.25501004454388876
1999-06-01	-0.08132840878568282
1999-07-01	0.9613485027735583
1999-08-01	0.4410549712636252
1999-09-01	-0.2375388734622498
1999-10-01	-0.47079533372685584
1999-11-01	0.18610395984996964
1999-12-01	0.1498654542986076
2000-01-01	-0.6089486483014062
2000-02-01	-0.052182744185548254
2000-03-01	-0.3374424571559404
2000-04-01	-0.6244320896934975
2000-05-01	-0.49440226702395856
2000-06-01	-0.08201479146363398
2000-07-01	0.05005162416551327
2000-08-01	0.22596479149544121
2000-09-01	-0.3346097983993181
2000-10-01	-0.2710865622792133
2000-11-01	-0.3357161455327916
2000-12-01	-0.615967965701741
2001-01-01	0.04674875892526067
2001-02-01	0.07120372509303215
2001-03-01	-0.2303441487789389
2001-04-01	0.13603672943986148
2001-05-01	0.5719441131093195
2001-06-01	0.3586911343663664
2001-07-01	-0.20586717870540608
2001-08-01	-0.4182043262168817
2001-09-01	-0.7952426474365623
2001-10-01	-0.3086036315699584
2001-11-01	-0.33598696745541623
2001-12-01	-1.0533731046681745
2002-01-01	-0.978416959443918
2002-02-01	-1.0131313876091719
2002-03-01	-0.09467773040640484
2002-04-01	-0.3407583335611136
2002-05-01	0.24514286653875467
2002-06-01	0.12077925372918517
2002-07-01	-0.4169676315159284
2002-08-01	-0.5109047603990289
2002-09-01	-0.8940302619718803
2002-10-01	-0.07623936594507681
2002-11-01	-0.27367403668781454
2002-12-01	0.8487412479486988
2003-01-01	1.2707477909862746
2003-02-01	1.6839457309361172
2003-03-01	1.5839229859731114
2003-04-01	0.693035074102969
2003-05-01	0.313230380685392
2003-06-01	-0.3098426033035211
2003-07-01	0.3728449637539808
2003-08-01	0.9581256049557498
2003-09-01	0.6484917252107172
2003-10-01	1.0443570948450527
2003-11-01	0.7400448895350429
2003-12-01	1.2230412714050254
2004-01-01	0.06928157680847126
2004-02-01	-0.6834305317345952
2004-03-01	-1.530548700252103
2004-04-01	-1.3561679711031132
2004-05-01	-0.9866941126689851
2004-06-01	-0.7292254544449864
2004-07-01	-0.16570758869030078
2004-08-01	0.1925503089877645
2004-09-01	0.6353306594333932
2004-10-01	0.13912602376868102
2004-11-01	0.4900767586713981
2004-12-01	0.7177148489461065
2005-01-01	0.21945996115704364
2005-02-01	-0.032878409145131154
2005-03-01	0.7442999391653425
2005-04-01	0.16620549572040655
2005-05-01	-0.8254946797754927
2005-06-01	-1.145824217352287
2005-07-01	-0.9115226205603437
2005-08-01	-0.5057740638215382
2005-09-01	-0.2702825668890174
2005-10-01	-0.3552200457487812
2005-11-01	-0.32814140568126104
2005-12-01	-0.5980735650296284
2006-01-01	-0.22077183573278658
2006-02-01	-0.01543112328200734
2006-03-01	-0.13264917035923537
2006-04-01	-0.17306552749660703
2006-05-01	-0.34343768177593476
2006-06-01	0.040097496802015874
2006-07-01	0.424769607332704
2006-08-01	0.31388172327153796
2006-09-01	0.47877650726868937
2006-10-01	-0.02667235518320462
2006-11-01	-0.09863820059331753
2006-12-01	0.021165286725013527
2007-01-01	0.23929005581108617
2007-02-01	0.20561334275407733
2007-03-01	-0.2855402242182724
2007-04-01	-0.033494105241628415
2007-05-01	0.011355330051688674
2007-06-01	0.10758224271784311
2007-07-01	0.2219797235196768
2007-08-01	0.008114967231240094
2007-09-01	0.18315860218773689
2007-10-01	-0.21674281612026328
2007-11-01	-0.1809385855039624
2007-12-01	-0.30837474365808804
2008-01-01	-0.21359985260036393
2008-02-01	-0.018843813837136614
2008-03-01	0.5289766670535216
2008-04-01	0.9116340818025342
2008-05-01	1.256923610930699
2008-06-01	1.1941382592438765
2008-07-01	0.9642355596801557
2008-08-01	0.996424080923289
2008-09-01	0.5069119178715712
2008-10-01	0.2574380753075614
2008-11-01	0.3857475389059288
2008-12-01	0.1984753206738798
2009-01-01	-0.08570093839400514
2009-02-01	-0.6005564359325509
2009-03-01	0.00844379622782823
2009-04-01	0.347474830348811
2009-05-01	0.8404121482301544
2009-06-01	0.6786315001441687
2009-07-01	0.5379530324986644
2009-08-01	0.32426404209603604
2009-09-01	0.40769643715484144
2009-10-01	0.6411478392690526
2009-11-01	0.4673960804942783
2009-12-01	1.4645289110716542
2010-01-01	1.9025993436543898
2010-02-01	1.8447850280914073
2010-03-01	2.1191156571078014
2010-04-01	1.5574475375834038
2010-05-01	1.0732158773338019
2010-06-01	1.3256117345770493
2010-07-01	0.7500642467259911
2010-08-01	0.8079218208126231
2010-09-01	0.5243145771129689
2010-10-01	0.7194007892870784
2010-11-01	0.46415171744441147
2010-12-01	-0.22609091233211365
2011-01-01	-0.2119795982518359
2011-02-01	0.5046365496048244
2011-03-01	0.7113799182033398
2011-04-01	0.1947080139727825
2011-05-01	-0.2254034505027873
2011-06-01	-0.5030878488701105
2011-07-01	0.06790465089258431
2011-08-01	0.23805421019244816
2011-09-01	0.1823842729226478
2011-10-01	0.1011968691642929
2011-11-01	-0.6707021141834957
2011-12-01	-2.1671501215792275
2012-01-01	-2.258035827542507
2012-02-01	-2.266113825537508
2012-03-01	-1.200147501736808
2012-04-01	-1.2860357945687846
2012-05-01	-1.203941613013174
2012-06-01	-1.2027707258393336
2012-07-01	-1.0548265003144146
2012-08-01	-0.8477373271895464
2012-09-01	-0.25584109906481706
2012-10-01	-0.8070460110235429
2012-11-01	-0.4074882143770713
2012-12-01	-0.04821109737279569
2013-01-01	0.24920469592769914
2013-02-01	-0.021539638170182892
2013-03-01	0.25376940465714504
2013-04-01	0.23310402614223438
2013-05-01	0.3472881022254359
2013-06-01	0.036566743479985536
2013-07-01	-0.014684551321076357
2013-08-01	0.37902473748218096
2013-09-01	-0.19029573104683903
2013-10-01	-0.36134780203276656
2013-11-01	-0.48336191532328404
2013-12-01	-0.6289464449433487
2014-01-01	0.2408019299776504
2014-02-01	1.0546243544938936
2014-03-01	0.20140785179932777
2014-04-01	0.37853743704711873
2014-05-01	0.35577302202745054
2014-06-01	0.46389787582433895
2014-07-01	-0.4518981587667478
2014-08-01	0.06839337566404972
2014-09-01	0.308551043289771
2014-10-01	0.04104348884787217
2014-11-01	-0.7129649495850645
2014-12-01	-1.0871137876396273
2015-01-01	0.8777745942889001
2015-02-01	0.8994990127323306
2015-03-01	0.014254197671335742
2015-04-01	0.3962971113629413
2015-05-01	0.5060177333748545
2015-06-01	-0.006219657923359327
2015-07-01	-0.5317574864059127
2015-08-01	-0.8730365263695486
2015-09-01	-0.17583497418040483
2015-10-01	0.47331767386794593
2015-11-01	0.9763701096416159
2015-12-01	1.7360596030478328
2016-01-01	1.8361081344567824
2016-02-01	1.8669647329338122
2016-03-01	1.4659282082266778
2016-04-01	0.6433091532163777
2016-05-01	0.4903853533840982
2016-06-01	0.7815540794500765
2016-07-01	1.1538326649720252
2016-08-01	1.4736793239415225
2016-09-01	0.8647025628916252
2016-10-01	0.9177429105520272
2016-11-01	0.5129578287865368
2016-12-01	1.354635981528071
2017-01-01	1.5862705679305147
2017-02-01	0.46026559673073436
2017-03-01	0.24636033081373138
2017-04-01	0.748324698844904
2017-05-01	0.7675281448436444
2017-06-01	1.1835578119859873
2017-07-01	0.8170492800737503
2017-08-01	1.3688525600673596
2017-09-01	0.9601530479906922
2017-10-01	0.5881105260587444
2017-11-01	0.04590273109633876
2017-12-01	-0.6042004919296861
2018-01-01	-0.24930656998812475
2018-02-01	-0.9331000929428745
2018-03-01	-0.5469391935931339
2018-04-01	-0.3571283472654763
2018-05-01	-0.40633444423101317
2018-06-01	0.5755397607037978
2018-07-01	0.5978849166076545
2018-08-01	0.723618293383303
2018-09-01	0.9305811592692592
2018-10-01	1.114117436984004
2018-11-01	0.6424270307267168
2018-12-01	1.0225766603123176
2019-01-01	1.5010289839558815
2019-02-01	2.0289653539116075
2019-03-01	2.46900705307987
2019-04-01	1.5944312416835889
2019-05-01	1.038623608194275
2019-06-01	1.1264561746449755
2019-07-01	0.5195411216955467
2019-08-01	0.6528928473272209
2019-09-01	0.9280864457529948
2019-10-01	0.7744226845856989
2019-11-01	1.981796165702916
2019-12-01	2.1460390356312256
2020-01-01	2.393789726407826
2020-02-01	1.6759594607332222
2020-03-01	1.9859669169386949
2020-04-01	1.7523694848499043
2020-05-01	1.86041516036637
2020-06-01	1.107686748344154
2020-07-01	1.0941509014823854
2020-08-01	1.1027860575036326
2020-09-01	0.6700571498011653
2020-10-01	0.6035453805773667
2020-11-01	0.2699048553567316
2020-12-01	-0.6996575602446257
2021-01-01	-0.29125495263478496
2021-02-01	-0.5910433343282623
2021-03-01	-0.24549273194450486
2021-04-01	0.3667434848465643
2021-05-01	0.9989735254862
2021-06-01	1.4636150826223082
2021-07-01	1.8824441482204632
2021-08-01	1.9951311539618068
2021-09-01	1.5714374191712428
2021-10-01	1.4926502213598687
2021-11-01	1.0065743317180331
2021-12-01	-0.38608419646131636
2022-01-01	0.561761791664427
2022-02-01	1.360989150963157
2022-03-01	1.0427991679191255
2022-04-01	0.46011745595296794
2022-05-01	0.11249057522081977
2022-06-01	0.4880019839635554
2022-07-01	0.31305299084961796
2022-08-01	0.6165069953890211
2022-09-01	0.7382217015107899
2022-10-01	1.0355516465339936
2022-11-01	0.6840557546415594
2022-12-01	0.09669383514532245
2023-01-01	0.8560582073876716
2023-02-01	0.6126055165453121
2023-03-01	0.3855005735096248
2023-04-01	0.899955847690635
2023-05-01	1.0371460818259681
2023-06-01	0.6375517056781235
2023-07-01	0.6721854750892147
2023-08-01	1.0240611395743238
2023-09-01	0.8156568068950294
2023-10-01	0.5733594959806176
2023-11-01	2.31491964742554
2023-12-01	3.4209875862153214
2024-01-01	3.027399226539695
2024-02-01	3.9255807633379263
2024-03-01	4.180413525419266
2024-04-01	3.575168958924463
2024-05-01	2.5243906160067393
2024-06-01	1.367574277865642
2024-07-01	0.6253136591310201
2024-08-01	1.015184472424976
2024-09-01	1.091367740240712
2024-10-01	1.2261318635082041
2024-11-01	0.6639686262815037
2024-12-01	1.3774643862880522
2025-01-01	1.1802298271944645
2025-02-01	1.5400765027137724
2025-03-01	0.8679130621581304
2025-04-01	0.6943118300977564
2025-05-01	0.5271057986858114
2025-06-01	0.2573194480384069
2025-07-01	-0.0915784674578493
2025-08-01	0.4353019026143694
2025-09-01	0.9128202335487238
2025-10-01	0.3290594919782367
2025-11-01	-0.09241422684129205
2025-12-01	0.006343964152195575
