time	NIN04
2015-05-01	0.934527
2015-06-01	0.9107895
2015-07-01	0.87462634
2015-08-01	0.9791813
2015-09-01	1.0554038
2015-10-01	1.0790815
2015-11-01	1.4342319
2015-12-01	1.3737537
2016-01-01	1.2221761
2016-02-01	1.2136031
2016-03-01	1.0706537
2016-04-01	0.7383595
2016-05-01	0.5243544
2016-06-01	0.3731832
2016-07-01	0.13780785
2016-08-01	-0.06373508
2016-09-01	-0.2486033
2016-10-01	-0.4302065
2016-11-01	-0.44118014
2016-12-01	-0.19084418
2017-01-01	-0.14407332
2017-02-01	-0.082580775
2017-03-01	-0.024166195
2017-04-01	0.07045178
2017-05-01	0.18923397
2017-06-01	0.3284098
2017-07-01	0.26927465
2017-08-01	0.08341164
2017-09-01	-0.04017786
2017-10-01	-0.19182344
2017-11-01	-0.39874747
2017-12-01	-0.52103496
2018-01-01	-0.42858383
2018-02-01	-0.33958945
2018-03-01	-0.21300507
2018-04-01	0.02728141
2018-05-01	0.16618772
2018-06-01	0.25806057
2018-07-01	0.24833477
2018-08-01	0.4577519
2018-09-01	0.5943873
2018-10-01	0.9587704
2018-11-01	0.92416227
2018-12-01	0.9093753
2019-01-01	0.7635085
2019-02-01	0.709182
2019-03-01	0.65066653
2019-04-01	0.52333117
2019-05-01	0.544507
2019-06-01	0.61568606
2019-07-01	0.76372296
2019-08-01	0.6539329
2019-09-01	0.57396555
2019-10-01	0.75200325
2019-11-01	0.7548191
2019-12-01	0.859792
2020-01-01	0.84667313
2020-02-01	0.774407
2020-03-01	0.75306106
2020-04-01	0.5321641
2020-05-01	0.0986052
2020-06-01	0.12925926
2020-07-01	0.0030827154
2020-08-01	-0.29693285
2020-09-01	-0.5318714
2020-10-01	-0.7801585
2020-11-01	-0.8793651
2020-12-01	-0.98285735
2021-01-01	-1.0293887
2021-02-01	-0.9345122
2021-03-01	-0.6267417
2021-04-01	-0.41178963
2021-05-01	-0.19630378
2021-06-01	-0.1297542
2021-07-01	-0.21823558
2021-08-01	-0.27110773
2021-09-01	-0.52206784
2021-10-01	-0.70676404
2021-11-01	-0.6627332
2021-12-01	-0.7265985
2022-01-01	-0.37177294
2022-02-01	-0.37847203
2022-03-01	-0.6964283
2022-04-01	-0.8286992
2022-05-01	-0.798276
2022-06-01	-0.70175946
2022-07-01	-0.9720128
2022-08-01	-1.0771108
2022-09-01	-1.1569495
2022-10-01	-1.1106589
2022-11-01	-0.9731521
2022-12-01	-0.82686627
2023-01-01	-0.6626103
2023-02-01	-0.54722804
2023-03-01	-0.23656657
2023-04-01	0.12771463
2023-05-01	0.29802716
2023-06-01	0.57302
2023-07-01	0.6939505
2023-08-01	0.9262918
2023-09-01	1.1079224
2023-10-01	1.2143747
2023-11-01	1.4871235
2023-12-01	1.4864714
2024-01-01	1.5315268
2024-02-01	1.2548591
2024-03-01	0.98792714
2024-04-01	0.9191634
2024-05-01	0.78101265
2024-06-01	0.70008355
2024-07-01	0.50524837
2024-08-01	0.40134287
2024-09-01	0.1453839
2024-10-01	0.11722421
2024-11-01	0.12341561
2024-12-01	-0.27680254
2025-01-01	-0.5544043
2025-02-01	-0.5578441
2025-03-01	-0.38343507
2025-04-01	-0.21520574
2025-05-01	-0.02521393
2025-06-01	0.15462926
2025-07-01	0.058129236
